Department,CourseNum,Section,ISBN,Title
SPA,102,0700,9781111698645,"PUENTES  W/QUIA CODE & WEB ACCESS TO WB/LAB MANUEL"
SPA,204,0001,9780073513171,"AVANCE"
SPA,204,0002,9780073513171,"AVANCE"
SPA,204,0003,9780073513171,"AVANCE"
SPA,306,0001,9780131896727,"LAZOS HUMANOS Y GRAMATICALES"
SPA,306,0002,9780131896727,"LAZOS HUMANOS Y GRAMATICALES"
SPA,401,0001,9780471536949,"ANTOLOGIA DE LA LIT.ESPAN.:RENACIMIENTO"
SPA,412,0001,9788486408718,"EL TINTERO"
SPA,512,0001,9788486408718,"EL TINTERO"
STT,498,0001,9780558968458,"TEACHER PREPARATION PKG UNIV OF MAINEW/ACCESS CARD"
STT,498,0002,9780558968458,"TEACHER PREPARATION PKG UNIV OF MAINEW/ACCESS CARD"
STT,498,0003,9780558968458,"TEACHER PREPARATION PKG UNIV OF MAINEW/ACCESS CARD"
STT,498,0004,9780558968458,"TEACHER PREPARATION PKG UNIV OF MAINEW/ACCESS CARD"
SVT,201,0001,9780470464915,"ADJUSTMENT COMPUTATIONS"
SVT,221,0001,9780470183540,"BROWN'S BOUNDARY CONTROL & LEGAL PRINCIPLES"
SVT,331,0001,9780072924541,"ELEMENTS OF PHOTOGRAMMETRY"
SVT,352,0001,9780136154310,"ELEMENTARY SURVEYING (W/CD)"
SVT,490,0001,9780136154310,"ELEMENTARY SURVEYING (W/CD)"
SWK,320,0001,9780495601708,"INTRO.TO PROFESSION OF SOCIAL WORK"
SWK,320,0665,9780495601708,"INTRO.TO PROFESSION OF SOCIAL WORK"
SWK,330,0860,9780385333702,"AFTER LONG SILENCE"
SWK,351,0990,9780495813651,"HUMAN BEHAVIOR...MACRO SOCIAL ENVIRON."
SWK,361,0001,9780495507130,"UNDERSTANDING GENERALIST PRACTICE"
SWK,361,0669,9780495507130,"UNDERSTANDING GENERALIST PRACTICE"
SWK,361,0869,9780495507130,"UNDERSTANDING GENERALIST PRACTICE"
SWK,440,0001,9780205528462,"CONTROVERSIAL ISSUES IN SOCIAL POLICY"
SWK,440,0669,9780205528462,"CONTROVERSIAL ISSUES IN SOCIAL POLICY"
SWK,440,0869,9780205528462,"CONTROVERSIAL ISSUES IN SOCIAL POLICY"
SWK,463,0869,9780205496075,"SOCIAL WORK MACRO PRACTICE"
SWK,497,0001,9781593853792,"EXPRESSIVE THERAPIES"
SWK,563,0001,9780205496075,"SOCIAL WORK MACRO PRACTICE"
SWK,580,0981,9780890420256,"DIAG.+STAT.MAN.OF MENTAL...DSM-IV-TR"
SWK,580,0985,9780890420256,"DIAG.+STAT.MAN.OF MENTAL...DSM-IV-TR"
SWK,591,0001,9780323068543,"INTRO TO RESEARCH"
SWK,591,0665,9780495811718,"RESEARCH METHODS F/SOCIAL WORK"
SWK,597,0001,9781593853792,"EXPRESSIVE THERAPIES"
SWK,600,0001,9780871013712,"ETHICAL STANDARDS IN SOCIAL WORK"
SWK,600,0002,9780871013712,"ETHICAL STANDARDS IN SOCIAL WORK"
SWK,600,0665,9780871013712,"ETHICAL STANDARDS IN SOCIAL WORK"
SWK,640,0001,9780205763689,"AFFECTING CHANGE"
SWK,640,0669,9780205763689,"AFFECTING CHANGE"
SWK,650,0669,9780205520978,"HUMAN BEHAVIOR+SOCIAL ENVIRONMENT"
SWK,664,0001,9780534575830,"CLINICAL SOCIAL WORK"
SWK,664,0665,9780534575830,"CLINICAL SOCIAL WORK"
SWK,691,0669,9781412982450,"ADVENTURES IN SOC.RSRCH.-W/CD"
SWK,695,0001,9780679763307,"UNQUIET MIND"
THE,111,0990,9781111232269,"ESSENTIAL THEATRE W/PLAYS F/THEATRE10E+THEATREGOER'S GDE-2E"
THE,117,0001,9780553272956,"AUDITION"
THE,117,0500,9780553272956,"AUDITION"
THE,117,0700,9781581153811,"ACTING THAT MATTERS"
THE,130,0001,9780325004778,"COSTUME TECHNICIAN'S HANDBOOK"
THE,202,0001,9781559360616,"ANGELS IN AMERICA,PT.ONE:MILLENNIUM..."
THE,310,0001,9780809315086,"DRAFTING FOR THE THEATRE"
THE,400,0001,9780573601903,"IMPORTANCE OF BEING EARNEST"
THE,402,0001,9780553272956,"AUDITION"
THE,462,0001,9780205511860,"HISTORY OF THE THEATRE"
THE,466,0001,9780131909267,"CREATIVE PLAY DIRECTION"
TME,152,0001,9780321356925,"COLLEGE ALGEBRA & TRIG"
TME,152,0002,9780321356925,"COLLEGE ALGEBRA & TRIG"
TME,253,0001,9780321475190,"UNIVERSITY CALCULUS: ALTERNATE (PT 1)"
TME,253,0002,9780321475190,"UNIVERSITY CALCULUS: ALTERNATE (PT 1)"
TME,354,0001,9780534373887,"FIRST CRSE IN DIFF. EQUATIONS"
TME,354,0002,9780534373887,"FIRST CRSE IN DIFF. EQUATIONS"
UST,100,0990,9780137152308,"NEW BEGINNINGS"
UST,300,0861,9781586489168,"FRUGAL SUPERPOWER"
UST,300,0990,9780679728894,"DEATH COMES FOR THE ARCHBISHOP"
UST,300,0991,9780441005666,"FOREVER PEACE"
VOX,100,0800,9780840008749,"COME LET US LEARN ARABIC"
VOX,101,0800,9780781810951,"BEGINNER'S CHINESE-W/2 AUDIO CDS"
VOX,102,0800,9780981586809,"ELEMENTARY PERSIAN-TEXTBOOK"
VOX,103,0800,9781584654599,"BRANDEIS MODERN HEBREW (W/CD)"
VOX,104,0800,9780071414128,"HINDI (W/2 CDS) (ED SNELL)"
VOX,106,0800,9780137127443,"PERCORSI W/STUDENT ACTIVITY MAN."
VOX,107,0800,9784789011624,"INTEGRATED COURSE IN ELEM JAPANESE CD"
VOX,108,0800,9780824821753,"INTEGRATED KOREAN WKBK: BEGINNING 1"
VOX,109,0800,9780131894051,"PONTO DE ENCONTRO"
VOX,110,0800,9780131986282,"BASIC COURSE IN RUSSIAN (BK 1)"
VOX,111,0800,9789757981343,"ELEMENTARY TURKISH:COMP.COURSE F/BEGIN."
VOX,130,0800,9781589011045,"AL-KITAAB FII TA ALLUM AL-ARABIYYA (W/3 DVDS) (PT 1)"
VOX,132,0800,9780981586809,"ELEMENTARY PERSIAN-TEXTBOOK"
VOX,133,0800,9781584654599,"BRANDEIS MODERN HEBREW (W/CD)"
VOX,134,0800,9780071414128,"HINDI (W/2 CDS) (ED SNELL)"
VOX,136,0800,9780137127443,"PERCORSI W/STUDENT ACTIVITY MAN."
VOX,137,0800,9784789011624,"INTEGRATED COURSE IN ELEM JAPANESE CD"
VOX,138,0800,9780824821845,"INTEGRATED KOREAN WKBK: BEGINNING 2"
VOX,139,0800,9780131894051,"PONTO DE ENCONTRO"
VOX,140,0800,9780131986282,"BASIC COURSE IN RUSSIAN (BK 1)"
WLE,150,0001,9780679446767,"NATL.AUDUBON SOCIETY...NEW ENGLAND"
WLE,220,0001,9780130815422,"BIOSTATISTICAL ANALYSIS"
WLE,230,0001,9780716779391,"I>CLICKER CLASSROOM RESPONSE SYSTEM"
WLE,450,0001,9780849374890,"WILDLIFE HABITAT MANAGEMENT"
WSC,416,0001,9780471738435,"ESAU'S PLANT ANATOMY"
WST,101,0001,9780316735490,"LEAVING MOTHER LAKE"
WST,101,0002,9781580051255,"EGALIA'S DAUGHTERS"
WST,101,0003,9780385490818,"HANDMAID'S TALE"
WST,101,0500,9781569472187,"BUTTERFLY'S WAY"
WST,101,0501,9780385490818,"HANDMAID'S TALE"
WST,101,0700,9780073512303,"WOMEN'S LIVES:MULTICULTURAL PERSPECT."
WST,101,0990,9781580051255,"EGALIA'S DAUGHTERS"
WST,103,0700,9780226731568,"DESIRED PAST"
WST,230,0990,9780896086050,"EXILE+PRIDE"
WST,301,0001,9780195432015,"WOMEN & RELIGION TRADITIONS"
WST,340,0001,9780415914192,"DISLOCATING CULTURES"
WST,401,0860,9780972711722,"WOMAN'S SEXUALITIES-REPRINTED"
WST,480,0001,9780805854749,"GENDER IN THE CLASSROOM"
WST,480,0002,9780805854749,"GENDER IN THE CLASSROOM"
WST,501,0002,9780791440247,"FEMINISM & WORLD RELIGIONS"
WST,510,0001,9780073407395,"FEMINIST PHILOSOPHY READER"
